id,tweet,label,domain,sentiment,emotion,Severity,Explain
1959,"@Delta getting ""We can't check you in online, because there are duplicate flights in your reservation"". Can you help please??",1,transport,negative,sadness,1,"We can't check you in online, because there are duplicate flights in your reservation"". Can you help please?"
1960,Easy to feel good about a class where your professor doesn't post grades until they submit your final grades and it… https://t.co/8AycnoK9ob,0,random_tweet,Positive,other,0,Easy to feel good about a class where your professor doesn't post grades until they submit your final grades and it…
1961,@Uber_Support I never received my order,1,software,Neutral,sadness,1,I never received my order
1962,"@Uber_Support Hi, I have twice asked for a refund for a trip I took on the 11th of December but there has been no response. My ride pass didn't work. Furthermore, the driver took a longer route. Please respond promptly. Thanks.",1,software,negative,sadness,2,"Hi, I have twice asked for a refund for a trip I took on the 11th of December but there has been no response. My ride pass didn't work. Furthermore, the driver took a longer route. Please respond promptly."
1963,Forever not getting my refunds on my @ASOS order,1,apparel,Neutral,anger,3,Forever not getting my refunds on my @ASOS order
1964,"I believe in this. This is really me tweeting this. #NetNeutrality is key to free expression, innovation &amp; public… https://t.co/DNCQqjB46k",0,random_tweet,Positive,other,0,"I believe in this. This is really me tweeting this. #NetNeutrality is key to free expression, innovation &amp; public…"
1965,@comcastcares I can validate all the information. Just right here on Twitter via reply?,0,services,Positive,other,0,I can validate all the information. Just right here on Twitter via reply?
1966,"@Koalaify_ done, but it's fake",0,random_reply,Negative,other,0,"done, but it's fake"
1967,Merry Christmas and Happy Hanukkah. #tistheseason,0,random_tweet,Positive,joy,0,Merry Christmas and Happy Hanukkah.
1968,"@cuhmeel party in your bedroom, fantasy, giving up the gun, upular. it was a nice mix. took me back to freshman year",0,random_reply,Positive,joy,0,"party in your bedroom, fantasy, giving up the gun, upular. it was a nice mix. took me back to freshman year"
1969,@CaytonHolland Pretty soon you'll have to pay another $9.99 a month to access such exciting content.,0,random_reply,Positive,other,0,Pretty soon you'll have to pay another $9.99 a month to access such exciting content.
1970,Hey @British_Airways would you consider giving me a refund for the redundant seat you made me purchase? https://t.co/GzaskiD0hZ,1,transport,Positive,anger,4,would you consider giving me a refund for the redundant seat you made me purchase?
1971,@British_Airways still not received my luggage from redirected flight on Sunday. Is Santa bringing it or should I expect it before then??,1,transport,Neutral,anger,2,Also sarcastic
1972,@British_Airways I would suggest some basic communication with your passengers would be a good start.,1,transport,Positive,anger,2,I would suggest some basic communication with your passengers would be a good start.
1973,@British_Airways sadly not by BA  had to buy new Emirates tickets. Eventually left LHR 36 hrs late via Dubai. Still no luggage.Payout please,1,transport,Negative,anger,2,sadly not by BA had to buy new Emirates tickets. Eventually left LHR 36 hrs late via Dubai. Still no luggage.Payout please
1974,@British_Airways The offer of a glass of water or a coffee might have made it a bit better,0,transport,Positive,sadness,0,The offer of a glass of water or a coffee might have made it a bit better
1975,@VirginTrains is there no 06:03 from Rugby to London tomorrow?  Not appearing as an option to buy ticket on-line.,1,transport,Negative,sadness,1,is there no 06:03 from Rugby to London tomorrow? Not appearing as an option to buy ticket on-line.
1976,@British_Airways absolutely shocking service from BA. No better than any budget airline.,1,transport,Negative,anger,4,absolutely shocking service from BA. No better than any budget airline.
1977,"@British_Airways Hi Liz, no, I just took it as allocated.",0,transport,Neutral,other,0,"Hi Liz, no, I just took it as allocated."
1978,Just picked up 3-day-old @CuveeCoffee beans from @WholeFoods #ATX,0,retail,Neutral,other,0,Just picked up 3-day-old @CuveeCoffee beans from @WholeFoods #ATX
1979,@British_Airways I've been looking at return flights from TAB on 6/4/18 flight n price given but can't select #help,1,transport,Negative,other,1,I've been looking at return flights from TAB on 6/4/18 flight n price given but can't select #help
1980,@virgintrains Driver of delayed 15.50 Birmingham New St to Euston has been great. Sad reason for delay #kindcommunication #customerservice,0,transport,Negative,joy,0,Driver of delayed 15.50 Birmingham New St to Euston has been great. Sad reason for delay #kindcommunication #customerservice
1981,@VirginTrains Any ideas on this? Still at Euston.,1,transport,Neutral,sadness,1,Any ideas on this? Still at Euston.
1982,@Lowes Do you price match https://t.co/6lF8QfA9f0? I'm getting conflicting answers.,0,random_tweet,Negative,other,0,Do you price match 
1983,Thanks @WholeFoods https://t.co/25e5UD6kvP,0,retail,Positive,other,0,Thanks
1984,@WholeFoods thank u @jordanmullaney lol https://t.co/VB2mg8NVxE,0,retail,Positive,joy,0,thank u
1985,"@AGBecerra Please, Mr. Becerra, follow New York Attorney General Eric Schneiderman's lead and sue to block the end of net neutrality rules.",0,random_tweet,Negative,anger,0,"Please, Mr. Becerra, follow New York Attorney General Eric Schneiderman's lead and sue to block the end of net neutrality rules."
1986,@VirginTrains please can u give any idea on the next train that will leave from Euston to Crewe please?,0,transport,Positive,other,0,please can u give any idea on the next train that will leave from Euston to Crewe please?
1987,@VirginTrains is the 20:40 from Euston to Manchester running?,0,transport,Neutral,other,0,is the 20:40 from Euston to Manchester running?
1988,@VirginTrains any update on the 20:07 to Liverpool line street please Euston #rammed,1,transport,Positive,other,1,any update on the 20:07 to Liverpool line street please Euston
1989,@British_Airways that security video certainly caught my eye! I actually watched the whole thing! #brilliant  #jobwelldone #Londonbound,0,transport,Positive,joy,0,that security video certainly caught my eye! I actually watched the whole thing! #brilliant #jobwelldone #Londonbound
1990,@VirginTrains what's happening to the 20:52 service from Stoke-on-trent to London Euston?,1,transport,Neutral,sadness,1,what's happening to the 20:52 service from Stoke-on-trent to London Euston?
1991,@VirginTrains just been a major argument between passengers for the point I have just made! Passengers already in seats before announced?,1,transport,Negative,anger,2,just been a major argument between passengers for the point I have just made! Passengers already in seats before announced?
1992,@VirginTrains no trains to Manchester - I have an operation and have to get to Stockport . Could I use my ticket to Leeds from kings cross?,1,transport,Negative,sadness,1,no trains to Manchester - I have an operation and have to get to Stockport . Could I use my ticket to Leeds from kings cross?
1993,@VirginTrains Euston to Birmingham. Wish me luck.,0,transport,Positive,other,0,Euston to Birmingham. Wish me luck.
1994,"When on set, everyone know the value of a quick and effective fix. Kim Wild catches a great shot here. #gaffertape… https://t.co/FYNuor7sLY",0,random_tweet,Positive,joy,0,"When on set, everyone know the value of a quick and effective fix. Kim Wild catches a great shot here. #gaffertape…"
1995,"I entered a giveaway for a chance to win ""Sweater Vest Plaid Blanket Scarf - Christmas..."" by LINKED MODA. https://t.co/1DINazifaX #giveaway",0,random_tweet,Positive,other,0,"I entered a giveaway for a chance to win ""Sweater Vest Plaid Blanket Scarf - Christmas..."" by LINKED MODA"
1996,@SouthwestAir I would like to confirm I have a reservation for my cat.,0,transport,Positive,other,0,I would like to confirm I have a reservation for my cat.
1997,@SouthwestAir big shout out to Rebecca at LAS McCarran for helping with my mom today...much appreciated,0,transport,Positive,joy,0,big shout out to Rebecca at LAS McCarran for helping with my mom today...much appreciated
1998,@SouthwestAir I never received my companion pass card in the mail. Anything I can do to get another sent? Tx!,1,transport,Neutral,sadness,1,I never received my companion pass card in the mail. Anything I can do to get another sent?
1999,@SouthwestAir I do not know if I have a pet reservation though.,0,transport,Neutral,other,0,I do not know if I have a pet reservation though.
2000,"@SouthwestAir @gilbertgacilan Hey SW, what route are your new 737 MAX 8's flying now? Havent seen any yet? Ty",0,transport,Positive,other,0,"Hey SW, what route are your new 737 MAX 8's flying now? Havent seen any yet? Ty"
2001,@SouthwestAir Thank you.,0,transport,Positive,other,0,Thank you.
2002,@SouthwestAir how far in advance should call about group flights #20+ #2020,0,transport,Neutral,other,0,how far in advance should call about group flights #20+ #2020
2003,"@Ron_garza7 @derekcarrqb Merry early Christmas , babe!!! ����",0,random_reply,Positive,joy,0,"Merry early Christmas , babe!!! ����"
2004,Finally ready to head home from Winter Meetings. B2 boarding position and still scored exit row seat with legroom. Boom @SouthwestAir.,0,transport,Positive,joy,0,Finally ready to head home from Winter Meetings. B2 boarding position and still scored exit row seat with legroom.
2005,@SouthwestAir I understand stuff happens. No communication is something that should never happen.,1,transport,Negative,anger,2,No communication is something that should never happen.
2006,Finished my first semester with a 4.0������,0,random_tweet,Neutral,other,0,Finished my first semester with a 4.0������
2007,"About to board @SouthwestAir flight #25 for the year, hello #Alist!! #cuttingitclose #flysouthwest",0,transport,Neutral,joy,0,"About to board @SouthwestAir flight #25 for the year, hello #Alist!! #cuttingitclose #flysouthwest"
2008,@LeoSypniewski R u sure https://t.co/wCyh9gCQhW,0,random_reply,Positive,other,0,R u sure
2009,This is really cool. Check it out.... https://t.co/olbimz6gFK,0,random_tweet,Positive,other,0,This is really cool. Check it out....
2010,I’m still so frustrated with .@bioionic warranty. I buy a 300 dollar blow dryer and a year later it completely dies… https://t.co/TnT7HsMxTa,0,random_tweet,Negative,anger,0,I’m still so frustrated with .@bioionic warranty. I buy a 300 dollar blow dryer and a year later it completely dies…
2011,@British_Airways BA lost our suitcases yesterday. They still didnt arrive. You've ruined our first day of holidays. How do you compensate?,1,transport,Positive,anger,4,BA lost our suitcases yesterday. They still didnt arrive. You've ruined our first day of holidays. How do you compensate?
2012,@AmericanAir is the worst...,1,transport,Negative,anger,2,is the worst.
2013,@AmericanAir  gorgeous weekend my favorite #AA company!,0,transport,Positive,joy,0,gorgeous weekend my favorite #AA company!
2014,Having a horrible flight experience today @AmericanAir on flight 151 from Paris,1,transport,Negative,anger,2,Having a horrible flight experience today
2015,@yashar @Peggynoonannyc Thank you for starting my day with a beautiful non-partisan story.,0,random_reply,Positive,joy,0,Thank you for starting my day with a beautiful non-partisan story.
2016,One last sale before the holidays! See what gifts you can lavish upon others ( or spoil yourself with ��)!… https://t.co/Y5GCakIpLK,0,random_tweet,Positive,other,0,One last sale before the holidays! See what gifts you can lavish upon others ( or spoil yourself with ��)!…
2017,When @AmericanAir cancels your flight and immediately books you to an earlier flight https://t.co/ZSvUlOSsIG,0,transport,Negative,anger,0,cancels your flight and immediately books you to an earlier flight
2018,@AmericanAir why do we always get a runaround. Now on to 4th attempt to fly standby today...frustrated,1,transport,Neutral,anger,2,why do we always get a runaround. Now on to 4th attempt to fly standby today...frustrated
2019,"The excellent service presented by Carlos Cano today at Gate D50, Flight AA0334 is the reason that I am loyal to @AmericanAir.",0,transport,Positive,joy,0,"The excellent service presented by Carlos Cano today at Gate D50, Flight AA0334 is the reason that I am loyal to"
2020,@AmericanAir I fly to often to wait for your old planes to catch up! Hello @VirginAmerica,1,transport,Neutral,anger,3,I fly to often to wait for your old planes to catch up!
2021,@AmericanAir But the bathroom is still NOT working!!,1,transport,Neutral,anger,2,But the bathroom is still NOT working!
2022,@AmericanAir nice new Flagship lounge in Chicago - cheers!!! https://t.co/L1htaUHYrq,0,transport,Positive,joy,0,nice new Flagship lounge in Chicago - cheers!!!
2023,@AmericanAir #1460 from Austin,0,transport,Neutral,other,0,#1460 from Austin
2024,"Leftover chicken? Don’t worry, we’ve got your back with Mini @PerdueChicken Pot Pies! #Promotion #PerdueCrew -… https://t.co/1yyboziYAl",0,random_tweet,Negative,joy,0,"Leftover chicken? Don’t worry, we’ve got your back with Mini @PerdueChicken Pot Pies! #Promotion #PerdueCrew -…"
2025,@divinecomely @derickmdillard Don't come around here with your facts and common sense. Derick doesn't like that.,0,random_reply,Negative,other,0,Don't come around here with your facts and common sense. Derick doesn't like that.
2026,@SamsungSupport I was hoping to actually hide the tab - I don't use it. Can you suggest that for a future release?,0,electronics,Positive,other,0,I was hoping to actually hide the tab - I don't use it. Can you suggest that for a future release?
2027,@kneenuhhhhh I miss you too! Let’s catch up while I’m home for winter break! ❤️,0,random_reply,Negative,sadness,0,I miss you too! Let’s catch up while I’m home for winter break! ❤️
2028,@Postmates is #BetterThanSanta https://t.co/xXqB2d02XZ I wish my mom could get the gift of a new smile. This year h… https://t.co/PPfrX2z8bX,0,random_tweet,Positive,joy,0,I wish my mom could get the gift of a new smile. This year h…
2029,Another radio nobody here to tell you that you’re embarrassing yourself. Shhhhh. �� https://t.co/vtAmQbTtbO,0,random_tweet,Negative,anger,0,Another radio nobody here to tell you that you’re embarrassing yourself. Shhhhh. ��
2030,"Bitcoin, Bitcoin, Bitcoin! You've heard about it, you may even have some! Here's how you can 6-7x your beloved... https://t.co/x5CvWF3Hku",0,random_tweet,Positive,other,0,"Bitcoin, Bitcoin, Bitcoin! You've heard about it, you may even have some! Here's how you can 6-7x your beloved..."
2031,@TheSweetLeaf That's what the clerks sing after people leave.,0,random_reply,Negative,other,0,That's what the clerks sing after people leave.
2032,@BoosterBricks So cute! Hope we win!,0,random_reply,Positive,joy,0,So cute! Hope we win!
2033,@ToppsDigital @ToppsSWCT @starwars 2002Daddy....Laugh it up fuzz ball!,0,random_reply,Neutral,joy,0,2002Daddy....Laugh it up fuzz ball!
2034,@mzrules @YouTube I love our #outdoorfun ! Can't wait for the next one! #Lady too!,0,random_reply,Positive,joy,0,I love our #outdoorfun ! Can't wait for the next one! #Lady too!
2035,@KenyaPower_Care we don't have power near V club Imara Diama,1,services,Neutral,sadness,2,we don't have power near V club Imara Diama
2036,"@KenyaPower_Care ACCOUNT NO:37968132, Current meter reading 8083",0,services,Neutral,other,0,"ACCOUNT NO:37968132, Current meter reading 8083"
2037,#NewProfilePic https://t.co/s2pCYYvKFt,0,random_tweet,Neutral,other,0,#NewProfilePic
2038,@KenyaPower_Care Thank you. May I get my statement from July up to date. domngash@yahoo.com,0,services,Positive,other,0,Thank you. May I get my statement from July up to date. domngash@yahoo.com
2039,@KenyaPower_Care But will it be fixed today???,0,services,Neutral,anger,0,But will it be fixed today???
2040,@KenyaPower_Care Is it almost resolved!!?,1,services,Positive,anger,1,Is it almost resolved!!?
2041,@KenyaPower_Care power outage in Kasarani Watano Apartments since last night...what could be the problem?,1,services,Negative,sadness,1,power outage in Kasarani Watano Apartments since last night...what could be the problem?
2042,@SteveHofstetter and now we have to pay for collecting rain water,0,random_reply,Negative,anger,0,and now we have to pay for collecting rain water
2043,@KenyaPower_Care  no power in south b area... is it scheduled.,1,services,Negative,sadness,1,no power in south b area... is it scheduled.
2044,@KenyaPower_Care account 14272658163 South B. We're off. What's going on?,1,services,Neutral,sadness,1,We're off. What's going on?
2045,@KenyaPower_Care no power in south b Hazina,1,services,Negative,sadness,1,no power in south b Hazina
2046,@KenyaPower_Care Thanks buts unable to DM you,1,services,negative,sadness,4,Thanks buts unable to DM you
2047,Who needs a gym when you can work retail during the holidays. #mostwonderfultimeoftheyear https://t.co/CNxjja4OX5,0,random_tweet,Positive,other,0,Who needs a gym when you can work retail during the holidays.
2048,"@stonewall_sue @TuckerCarlson @texasmexicolaw is from Fort Worth and you’re right, he is smart.",0,random_reply,Positive,other,0,"is from Fort Worth and you’re right, he is smart."
2049,@Bombay_valah @VodafoneIN Ridiculous service. My mother's 3G network by @tatadocomo  works much better than #vodafone4G,1,services,Positive,anger,1,Ridiculous service. My mother's 3G network by @tatadocomo works much better than #vodafone4G
2050,"@VodafoneIN Network going worse by the day, are you people working on network upgradation? when will normality be restored?",1,services,Negative,anger,4,"Network going worse by the day, are you people working on network upgradation? when will normality be restored?"
2051,@VodafoneIN  hello still no response what a low grade company and service realy it's slow then tortoise,1,services,Negative,anger,1,hello still no response what a low grade company and service realy it's slow then tortoise
2052,"@VodafoneIN Hi, Awaiting answer on my bill issue...",1,services,Neutral,sadness,2,"Hi, Awaiting answer on my bill issue."
2053,What type of service is this @VodafoneIN https://t.co/ZJ4GHvB3qB,1,services,Neutral,anger,1,What type of service is this
2054,"@RailMinIndia my pnr was 6602592898,I don't know why you looking wrong pnr, request you to look this issue",1,transport,Negative,sadness,3,"I don't know why you looking wrong pnr, request you to look this issue"
2055,@VodafoneIN  this is 4g speed https://t.co/RD8n945d8G,1,services,Neutral,sadness,4,this is 4g speed
2056,"@VodafoneIN Pathetic service. Complaint no : 385990950, Not a single response received yet. I am not going to pay my bill this month.",1,services,Negative,anger,1,"Pathetic service. Complaint no : 385990950, Not a single response received yet. I am not going to pay my bill this month."
2057,@VodafoneIN Shared my number over DM,0,services,Positive,other,0,Shared my number over DM
2058,"#vodafone down since evening, not able to call any voda. Number to n from @VodafoneIN",1,services,negative,sadness,2,"down since evening, not able to call any voda."
2059,@VodafoneIN restore outgoing calls facility until you send the bill nobody from Vodafone got in touch with me regarding my previous concern,1,services,Positive,anger,2,restore outgoing calls facility until you send the bill nobody from Vodafone got in touch with me regarding my previous concern
2060,@RailMinIndia @RailMinIndia l had checked account but the refunded amount  is not shown in discription,1,transport,neutral,sadness,1,l had checked account but the refunded amount is not shown in discription
2061,@BootsUK This is a disgusting waste of packaging! https://t.co/YIBf6neEjm,1,retail,Negative,anger,2,This is a disgusting waste of packaging!
2062,"Seriously! Jeez, don’t tap anyone on the shoulder to ask them a question, that’s “rape” �� &lt;&lt; clearly an exaggeratio… https://t.co/Rdc2LDLMOZ",0,random_tweet,negative,anger,0,"Seriously! Jeez, don’t tap anyone on the shoulder to ask them a question, that’s “rape” �� &lt;&lt; clearly an exaggeratio…"
2063,Just graduated from the best school ever! @TAMU #WHOOP #classof2018 https://t.co/tCD8NRCiGi,0,random_tweet,Positive,joy,0,Just graduated from the best school ever!
2064,@WholeFoods Which of your stores are carrying the new Star Wars Ice Cream?,0,retail,Negative,other,0,Which of your stores are carrying the new Star Wars Ice Cream?
2065,"Are you people taking any action? train 12204 ,G5 . Heating system is not working @RailMinIndia @PiyushGoyalOffc @IRCTC_Ltd @eCateringIRCTC",1,transport,Neutral,sadness,3,Heating system is not working
2066,Bought me some litecoin.,0,random_tweet,Neutral,other,0,Bought me some litecoin.
2067,"@RailMinIndia train no 12840,coach no S2 all the fans of the coach not running since it departed from mas yesterday.",1,transport,Negative,sadness,1,"train no 12840,coach no S2 all the fans of the coach not running since it departed from mas yesterday."
2068,It's been 11 days since cancellation of my ticket but still no refund. Even complaining to IRCTC is not helping. @PiyushGoyalOffc,1,transport,Negative,anger,2,It's been 11 days since cancellation of my ticket but still no refund. Even complaining to IRCTC is not helping.
2069,@RailMinIndia  travelling in the local train in Chennai from Tambaram to Beach. Fans are switched off completely. Pls take action.,1,transport,neutral,sadness,1,Fans are switched off completely. Pls take action.
2070,@IRCTC_Ltd used bed sheet in Nagpur CSTM Duronto 2nd AC COACH,1,transport,Neutral,sadness,1,used bed sheet in Nagpur CSTM Duronto 2nd AC COACH
2071,@RailMinIndia Please clean my coach TRAIN 12781 S3 17 PNR-4439383383,1,transport,neutral,sadness,1,Please clean my coach TRAIN 12781 S3 17 PNR-4439383383
2072,"@RailMinIndia Travelling in Purushottam 12802 S9, condition of washroom is pathetic from The source. Plz get it cleaned",1,transport,Negative,anger,2,"Travelling in Purushottam 12802 S9, condition of washroom is pathetic from The source. Plz get it cleaned"
2073,"@AppleSupport Hi, is there any way to check overall battery health for my iphone 6s plus ?",0,electronics,Neutral,other,0,"Hi, is there any way to check overall battery health for my iphone 6s plus ?"
2074,.@AppleSupport check your DMs for questions and concerns.,0,electronics,Neutral,other,0,check your DMs for questions and concerns.
2075,@AppleSupport not what I want to see after updating the software on my iPad!!!,1,electronics,Negative,anger,2,not what I want to see after updating the software on my iPad!
2076,@AppleSupport This link helped thanks,0,electronics,Positive,joy,0,This link helped thanks
2077,@RailMinIndia I got down from Kodambakkam station ten minutes back.,0,transport,Neutral,other,0,I got down from Kodambakkam station ten minutes back.
2078,@Apple @AppleSupport My #Holiday present from #Apple is a MacBook Air that does not work. #HappyHolidays,1,electronics,Positive,other,3,My #Holiday present from #Apple is a MacBook Air that does not work.
2079,Iphone battery sucks 11.2.1 @Apple,1,electronics,Negative,anger,2,Iphone battery sucks 11.2.1
2080,"@Uber_Support Still, no progress being made. Is this your customer satisfaction policy?",1,software,Positive,anger,2,"Still, no progress being made. Is this your customer satisfaction policy?"
2081,Hay @applesupport are you guys aware of this issue? Brand new iPhone 8 Plus. Is this just me or what? https://t.co/YNlC6Ckkz4,1,electronics,Neutral,sadness,1,are you guys aware of this issue? Brand new iPhone 8 Plus. Is this just me or what?
2082,"@Apple First off, my shit only work away from my phone sometimes. Somebody is lying. I want my $500 back.",1,electronics,Negative,anger,3,Somebody is lying. I want my $500 back.
2083,@AppleSupport how do I unenroll my apple music plan from student status? I'm not a student anymore and can't reverify.,1,electronics,Neutral,other,1,how do I unenroll my apple music plan from student status? I'm not a student anymore and can't reverify.
2084,I want to downgrade my IOS from 11.2.1 to ios 10 please help @AppleSupport After ios 11 battery has started to drain at lightening speed.,1,electronics,negative,sadness,1,I want to downgrade my IOS from 11.2.1 to ios 10 please help @AppleSupport After ios 11 battery has started to drain at lightening speed.
2085,"Sun is setting, wind is picking up, storms are forecasted ���� In the meantime, it’s a lovely night here in Taupō! https://t.co/nUwzer86Bx",0,random_tweet,Positive,joy,0,"Sun is setting, wind is picking up, storms are forecasted ���� In the meantime, it’s a lovely night here in Taupō!"
2086,@Uber cancellation attempts exceeded?!?  But then no rides nearby! Wow just wow!,1,software,Positive,other,1,cancellation attempts exceeded?!? But then no rides nearby! Wow just wow!
2087,How do i view delivery feedback ?@Uber_Support,0,software,Neutral,other,0,How do i view delivery feedback ?
2088,@Uber_Support Chris.coleman654@gmail.com Just want to view my delivery feedback that's all,0,software,Positive,other,0,Chris.coleman654@gmail.com Just want to view my delivery feedback that's all
2089,"I just ordered taxi. It hasen't even arrived, the money was taken and I was charged for someone else's service. @Uber",1,software,Negative,anger,4,"I just ordered taxi. It hasen't even arrived, the money was taken and I was charged for someone else's service."
2090,Just paid @Uber Rs. 83 because the driver started the trip while 10 minutes away and could not be contacted,1,software,Neutral,anger,2,Just paid @Uber Rs. 83 because the driver started the trip while 10 minutes away and could not be contacted
2091,I'm unable to use your account @Uber How'd you help me?,1,software,neutral,sadness,3,I'm unable to use your account @Uber How'd you help me?
2092,@Uber_Support I want Uber to do con call with the driver (my last trip) ASAP,1,software,Positive,anger,3,I want Uber to do con call with the driver (my last trip) ASAP
2093,Awful service from @Uber_Support Opened door and was going to sit down as the driver decided to drive off because I was going to Clapham!,1,software,Negative,anger,1,Opened door and was going to sit down as the driver decided to drive off because I was going to Clapham!
2094,Thanks @Uber @Uber_Support for charging my @AmericanExpress card when your drivers cancel my ride. Thank you for charging me twice @Uber,1,software,Positive,other,1,Thank you for charging me twice
2095,@SpazMcSpazzy No such thing as an excessive shoe collection (says the girl who has overflow from her giant shoe rac… https://t.co/fec0Mtwh0b,0,random_reply,Negative,other,0,No such thing as an excessive shoe collection (says the girl who has overflow from her giant shoe rac…
2096,@delta trying to reserve a gluten free meal for Monday but website returns error message. Please advise.,1,transport,Positive,other,1,trying to reserve a gluten free meal for Monday but website returns error message. Please advise.
2097,@virginmedia is VM down in CV37 area? Had nonexistent WiFi today,1,services,Neutral,sadness,1,is VM down in CV37 area? Had nonexistent WiFi today
2098,@virginmedia error code 4002 keeps coming up on the sky sports app.,1,services,Negative,sadness,2,error code 4002 keeps coming up on the sky sports app.
2099,@virginmedia No further update and still not working?,1,services,Negative,anger,3,No further update and still not working?
2100,@asblough Yep! It should send you a notification with your driver’s name and what time they’ll be showing up!,0,random_reply,Positive,other,0,Yep! It should send you a notification with your driver’s name and what time they’ll be showing up!
2101,Thank you @virginmedia for the speedy resolution following an issue in the Halifax area today!,0,services,Positive,joy,0,Thank you @virginmedia for the speedy resolution following an issue in the Halifax area today!
2102,"@virginmedia Happy one week anniversary, one week no internet and TV. What happened to the numerous number of ""capable"" engineers?",1,services,Positive,other,3,"Happy one week anniversary, one week no internet and TV. What happened to the numerous number of ""capable"" engineers?"
2103,"@virginmedia Instead of spending money on advertising, why not fix the slow speeds in the RG2 area. CLOWNS",1,services,Neutral,anger,2,"Instead of spending money on advertising, why not fix the slow speeds in the RG2 area. CLOWNS"
2104,"@virginmedia broadband down for 3 days, problems planned until 27/12 not acceptable.",1,services,Negative,anger,2,"broadband down for 3 days, problems planned until 27/12 not acceptable"
2105,@Delta plane in #Atlanta has been on the tarmac for an hour. Is this typical? What's the delay?,1,transport,Negative,sadness,2,plane in #Atlanta has been on the tarmac for an hour. Is this typical? What's the delay?
2106,@delta no water and no news for passengers for the last few hours at ATL - please send water and updates!!!!,1,transport,Negative,anger,3,no water and no news for passengers for the last few hours at ATL - please send water and updates!
2107,"@Delta Any updates, HHW?",1,transport,Neutral,other,1,"Any updates, HHW?"
2108,@Delta It was sent,0,transport,Neutral,other,0,It was sent
2109,@Delta Will you cover me a rent a car to Atlanta?,0,transport,Neutral,other,0,Will you cover me a rent a car to Atlanta?
2110,@Delta What about those who are stranded waiting for their connections? How will you handle getting them to their destinations?,1,transport,Neutral,other,2,What about those who are stranded waiting for their connections? How will you handle getting them to their destinations?
2111,@Delta @M_Oneal17 Easy for you to say. I paid $700 yesterday for being late to a flight even though the delay was out of my control.,1,transport,Positive,anger,2,I paid $700 yesterday for being late to a flight even though the delay was out of my control.
2112,@Delta it goes from balitmore to Florida and then the Dominican Republic,0,transport,Neutral,other,0,it goes from balitmore to Florida and then the Dominican Republic
2113,@svanlandingham @Delta @ATLairport Nope. No power to get the jetway to the plane,1,transport,Positive,other,1,No power to get the jetway to the plane
2114,Thanks for this #christmasfairy #filter #snapchat #loveinit #countdowntochristmas #itson… https://t.co/f1fA9O97m2,0,random_tweet,Positive,joy,0,Thanks for this #christmasfairy #filter #snapchat #loveinit #countdowntochristmas #itson…
2115,"@hm_custserv I've made an order but put the wrong address, can you help?",0,apparel,Negative,sadness,0,"I've made an order but put the wrong address, can you help?"
2116,"@NFLUK @Patriots That's right, #OnlyInTheNFL will the refs call an obvious TD incomplete and ruin a great game.",0,random_reply,negative,anger,0,"That's right, #OnlyInTheNFL will the refs call an obvious TD incomplete and ruin a great game."
2117,Wishing the happiest of 21st birthdays to my very best friend!… https://t.co/7pvjn1BrzU,0,random_tweet,Positive,joy,0,Wishing the happiest of 21st birthdays to my very best friend!…
2118,@McAlistersDeli Had lunch in South Elgin. I was disappointed with the quality of your product vs what is shown on y… https://t.co/70MtNH5GVv,0,random_tweet,Negative,sadness,0,Had lunch in South Elgin. I was disappointed with the quality of your product vs what is shown on y…
2119,@virginmedia Don't u think i would have called by now if I could?,1,services,Neutral,anger,3,Don't u think i would have called by now if I could?
2120,@virginmedia They make bubbling noises continually tried to phone after 20 mins of getting past from pillar to post they cut you off,1,services,Negative,anger,1,They make bubbling noises continually tried to phone after 20 mins of getting past from pillar to post they cut you off
2121,"Morning, do you have service issues in DA17 5DB post code area?  @virginmedia",1,services,Neutral,other,4,"Morning, do you have service issues in DA17 5DB post code area?"
2122,@hm_custserv when will these tartan trouser be in the UK? I need them https://t.co/iGvb0mnVsG,1,apparel,Neutral,other,1,when will these tartan trouser be in the UK? I need them
2123,"@hm_custserv the ordered items were shipped last 12/8, i didnt receive my order yet until now&amp; tracking number is not valid as well",1,apparel,Negative,anger,2,"the ordered items were shipped last 12/8, i didnt receive my order yet until now&amp; tracking number is not valid as well"
2124,@samjfranco RIGHT. Omg my dream,0,random_reply,Positive,joy,0,RIGHT. Omg my dream
2125,@hm_custserv Hey thanks very much would any stores in limerick have them in stock?,0,apparel,Positive,other,0,Hey thanks very much would any stores in limerick have them in stock?
2126,@hm_custserv We have placed the order but would still like our 15% off.,0,apparel,Positive,other,0,We have placed the order but would still like our 15% off.
2127,Took 6 week progress pics for myself last week.. impressed with my results.. and now I've lost 4lbs since then with… https://t.co/yqJurcX7tG,0,random_tweet,Positive,joy,0,Took 6 week progress pics for myself last week.. impressed with my results.. and now I've lost 4lbs since then with…
2128,Aaaahhhhh!!!! My @Razer @PlayOverwatch d.va meka headset came in!!! I didn't even know it had shipped!!! So excited… https://t.co/4gXy9xED8d,0,random_tweet,Neutral,joy,0,Aaaahhhhh!!!! My @Razer @PlayOverwatch d.va meka headset came in!!! I didn't even know it had shipped!!! So excited…
